text
A subsurface model with undefined internal geometry with high frequency and low amplitude.
A 2D seismic model exhibiting internal structuraly disturbed reflexions with low amplitude and high frequency.
Subsurface model featuring a chaotic pattern of high frequency and low amplitude.
A subsurface representation containing internal structuraly disturbed reflexions presenting high frequency and low amplitude.
2D section of an undefined seismic structure presenting low amplitude and high frequency.
A seismic section exhibiting a chaotic pattern presenting high frequency and low amplitude.
2D subsurface model with an undefined seismic structure of low amplitude and high frequency.
A 2D subsurface model characterized by chaotic internal geometry with high frequency and low amplitude.
High frequency and low amplitude 2D subsurface model containing chaotic internal geometry.
A seismic model with undefined internal geometry presenting low amplitude and high frequency.
Seismic image containing chaotic internal geometry of high frequency and low amplitude.
A 2D section of a chaotic pattern with high frequency and low amplitude.
2D section containing chaotic reflections with low amplitude and high frequency.
Low amplitude and high frequency 2D seismic model with chaotic reflections.
Slice of internal structuraly disturbed reflexions presenting high frequency and low amplitude.
2D subsurface model of chaotic internal geometry of low amplitude and high frequency.
A 2D seismic model of chaotic reflections of low amplitude and high frequency.
High frequency and low amplitude slice of an undefined seismic structure.
2D section presenting chaotic reflections presenting low amplitude.
A 2D seismic model of undefined internal geometry of low amplitude.
A low amplitude seismic image with an undefined seismic structure.
Section featuring chaotic reflections presenting low amplitude.
"A seismic model with continuous horizontal reflections with high frequency, low amplitude and high noise."
"Subsurface model presenting concordant seismic layering with low amplitude, high frequency and high noise."
"A high noise, high frequency and low amplitude seismic section featuring an uniform layering pattern."
"High frequency, low amplitude and high noise 2D section characterized by a planar geometry."
"A section presenting a parallel-bedded strata with high noise, high frequency and low amplitude."
"A subsurface representation with a parallel-bedded strata presenting high noise, low amplitude and high frequency."
"A section with concordant seismic layering presenting high frequency, high noise and low amplitude."
"Low noise, high frequency and low amplitude 2D section presenting progradational geometry."
"Seismic section characterized by forward-prograding geometry with high frequency, low amplitude and low noise."
"High frequency, low noise and low amplitude slice with a sigmoid."
"A seismic image exhibiting a sigmoid presenting high frequency, low noise and low amplitude."
"A section of forward-prograding geometry with low noise, low amplitude and high frequency."
"A 2D section with differentially dipping reflectors with low amplitude, low noise and high frequency."
"Slice featuring differentially dipping reflectors of high frequency, low amplitude and low noise."
"A seismic image of diverging seismic pattern with high frequency, low noise and low amplitude."
"Seismic section with a planar geometry presenting high frequency, low amplitude and high noise."
"A low amplitude, high noise and high frequency subsurface representation containing laterally uniform bedding."
"A 2D seismic model characterized by concordant seismic layering of low amplitude, high frequency and high noise."
